 """Artinya, kita tidak bisa melihat elite-elite ini berdiri secara monolitik sebagai sebuah black box. Mereka juga akan bisa berubah sikapnya dan kepentingannya ketika melihat blok lain sudah mengambil keputusan. Nah, itu yang menurut saya hal-hal yang masih akan menjadi wilayah abu-abu yang tetap tidak mudah diputuskan dalam waktu dekat. Tetapi, kalau hanya sekadar memutuskan Anies, menurut saya, lebih mudah. Tetapi, ketika memutuskan Anies-AHY, potensi terjadinya bentrok kepentingan malah lebih besar,"" jelas Yunarto."	negative
"""Bakal calon presiden dengan tingkat elektabilitas dua digit, seperti Gubernur Jawa Tengah Ganjar Pranowo ataupun Anies Baswedan, tidak menjamin mereka dapat maju melenggang sebagai capres. Hal paling penting saat ini adalah bagaimana memastikan memperoleh tiket pencalonan dukungan dari partai politik untuk tampil dalam Pilpres 2024,"" ujar Bawono."	negative
"""Kalau cawapresnya hanya diwakili oleh satu ketum partai, yang terjadi, kan, adalah zero-sum game, yang akan merugikan dua partai lain. Dari sisi itu, menurut saya, malah akan lebih logis kalau ketiga partai ini lebih bisa menerima sosok yang netral, bukan berasal dari ketiga partai ini karena akan merugikan dua partai lain. Seharusnya kalau ingin fair, Anies tidak berpartai, wakilnya juga tidak berpartai,"" ujar Yunarto."	neutral
Menurut Andi, belajar dari pengalaman Partai Demokrat dari kontestasi pemilihan presiden sebelumnya, koalisi yang baik tetap harus dimulai dengan kewaspadaan. Demikian pula ketika Anies berupaya mempererat hubungan dengan Partai Demokrat, ujian pertama bagi Anies adalah tidak mencederai janji dan komitmennya.	neutral
Namun, berbeda dengan Nasdem. Nasdem saat ini bagian dari partai politik pendukung pemerintahan Joko Widodo. Jika mereka mengusung Anies, bisa jadi berimbas negatif pada elektabilitas Nasdem. Adapun dua opsi bakal capres lainnya dari Nasdem, juga tak mudah untuk dipilih Nasdem. Ganjar masih kader PDI-P, sedangkan Andika elektabilitasnya rendah. Ini makanya, Yunarto melihat, Nasdem belum akan memutuskan capres yang akan diusungnya dalam waktu dekat.	negative
"Menurut Johnny, pernyataan Anies yang siap menjadi calon presiden itu merupakan hak Anies sebagai warga negara Indonesia. ""Kita harus hormati, apa lagi salah satu dari tiga warga negara yang masuk pengamatan atau diputuskan di rakernas Nasdem. Itu hak warga negara dan proses politik berjalan panjang. Ini, kan. sudah masuk tahun politik,"" ucapnya."	positive
"""Bila media menjadi wahana untuk memberikan kesetaraan gagasan, kesempatan, maka saya yakin rasa kebersamaan muncul, persatuan akan bisa muncul. Dan dengan begitu kita bisa meraih tujuan kita sama-sama,"" tutur Anies."	positive
Dalam deklarasi juga disebutkan bahwa Partai Nasdem menyebutkan apa yang mereka lakukan ini sudah menjalin komunikasi dengan Demokrat dan PKS. Jika mengacu perolehan kursi ketiga partai ini, total kursi DPR yang dihimpun mencapai 163 kursi atau setara 28,3 persen kursi DPR. Potensi koalisi ini juga makin terlihat dengan kunjungan Anies ke Partai Demokrat pascadeklarasi.	neutral
Gubernur DKI Jakarta Anies Rasyid Baswedan memenuhi panggilan Komisi Pemberantasan Korupsi pada Rabu (7/9/2022). Selama lebih kurang sebelas jam Anies dimintai keterangan oleh penyelidik KPK terkait kemungkinan adanya penyelewengan dalam penyelenggaraan balap mobil listrik Formula E di Jakarta.	negative
Ketua Badan Pemenangan Pemilu (Bappilu) DPP Partai Demokrat Andi Arief mengunggah foto yang menampilkan kedekatan Agus dan Anies kembali melalui akun Twitter-nya, Senin (19/9/2022). Di foto tersebut tak hanya ada Agus dan Anies, tetapi juga Jusuf Kalla, Surya Paloh, serta Ahmad Syaikhu.	neutral
"""Memang, saya mendapatkan pesan dari salah satu kiai, sebaiknya Gus Muhaimin berpasangan dengan Anies. Insya Allah menang. Tetapi, itu kan harus dibicarakan lagi,"" katanya. Muhaimin pun terbuka untuk mengusung cawapres dari sejumlah kalangan, termasuk Menteri Keuangan Sri Mulyani Indrawati."	neutral
"""Jadi, saya melihat, peluangnya kecil reshuffle itu. Kalau sekadar masukan dari partai koalisi Jokowi, lalu juga sekadar ketidaksukaan terhadap Anies, saya melihat, tantangan ke depan tidak sederhana, tidak semudah yang dibayangkan, resesi di depan mata. Itu sangat jelas dibutuhkan kekuatan, stabilitas politik dan pemerintahan,"" tutur Ujang."	neutral
KAJ Bantah Dukungan untuk Anies, Gereja Katolik Tak Berpolitik.	negative
Dalam acara pelatihan sukarelawan advokasi Pemerlu Pelayanan Kesejahteraan Sosial (PPKS) di Kantor Dewan Pimpinan Pusat PKS, Jakarta, Minggu (30/10/2022), Anies hadir sebagai narasumber. Selain Anies, hadir juga Presiden PKS Ahmad Syaikhu, Wakil Ketua Majelis Syura PKS Ahmad Heryawan, Kepala Bidang Kesejahteraan Sosial DPP PKS Netty Prasetyani, dan pendiri Migrant Care yang telah terpilih menjadi anggota Komisi Nasional Hak Asasi Manusia (Komnas HAM), Anis Hidayah.	neutral
Kewenangan menentukan penjabat gubernur ada di tangan Presiden. Masih ada waktu hingga 16 Oktober, atau saat Gubernur-Wagub DKI, Anies Baswedan-Ahmad Riza Patria, berakhir masa jabatannya, untuk memutuskan.	neutral
Doli mengatakan, soal wacana Anies-Ganjar, KIB harus melihat dulu dinamika yang berkembang. Namun, ia menekankan peluang terbuka untuk siapa saja. Proses kristalisasi politik sedang berjalan. Partai-partai politik mulai melakukan penjajakan. Pertemuan antara Prabowo dan Surya pun dipandang sebagai sesuatu hal yang wajar saja bagi setiap pemimpin parpol.	neutral
Ini pula yang terjadi dengan sebagian elemen dalam KIB (Koalisi Indonesia Bersatu), yaitu Golkar, PAN, dan PPP, yang merekomendasikan nama Airlangga Hartarto, Puan Maharani, Zulkifli Hasan, Ridwan Kamil, Khofifah Indar Parawansa, Anies Baswedan, hingga Ganjar Pranowo sebagai capres, tak mendapat keuntungan elektoral secara signifikan.	neutral
Sebaliknya, bagi warganet yang kontra dengan Anies, pembangunan JIS dinilai sebagai alat kampanye meraih simpati massa untuk dukungan Pemilu 2024. Warganet di kubu ini melihat Anies hanya menyelesaikan proses pembangunan yang sudah berjalan dan  meresmikannya dengan mengganti nama stadion yang semula bernama Stadion Bersih Manusia Wibawa (BMW). Anggota DPRD DKI Jakarta Fraksi PDIP Gembong Warsono turut mengkritik penamaan JIS karena tidak sesuai undang-undang.	negative
Anggota Majelis Tinggi Partai Demokrat Hinca Panjaitan saat ditemui di Kompleks Senayan, Jakarta, Selasa siang, menyampaikan, pada prinsipnya, Demkorat menghormati keputusan Nasdem yang sudah terlebih dahulu mendeklarasikan Anies sebagai bakal capres. Menurut dia, semua partai politik berdaulat untuk menentukan masa depan partainya, masa depan Indonesia, termasuk kewajiban menyiapkan siapa calon pemimpin bangsa ke depan.	positive
Nama Gubernur DKI Jakarta Anies Rasyid Baswedan dan Gubernur Jawa Tengah Ganjar Pranowo diusulkan hampir seluruh pengurus Dewan Pimpinan Wilayah Partai Nasdem dalam rapat kerja nasional partai tersebut. Menurut rencana, dari beberapa nama yang diusulkan, akan diambil tiga nama yang kemudian akan menjadi bakal calon presiden yang akan diusung Partai Nasdem.	positive
Artinya, pilihan sosok bakal cawapres dari Anies harus dari luar ceruk yang sudah ada, entah figur yang nasionalis atau tokoh lokal di suatu wilayah. Ia mengaku sempat menyebut nama Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Pandjaitan. Luhut dinilainya bisa meningkatkan elektabilitas Anies karena memiliki latar belakang nasionalis dan punya kapasitas, integritas, serta jejaring internasional yang sangat luas.	positive
Deklarasi capres KIB, menurut Airlangga, akan menjadi gong terakhir. Masa pendaftaran capres dan calon wakil presiden untuk Pemilu 2024 pun masih Oktober 2023. Sejauh ini, baru Partai Nasdem yang mendeklarasikan bakal capresnya, yakni Gubernur DKI Jakarta Anies Baswedan. Namun, Partai Nasdem pun harus berkoalisi dengan partai lain untuk bisa mendaftarkan Anies ke Komisi Pemilihan Umum (KPU).	positive
Dalam konferensi pers, Minggu siang, Sekretaris Jenderal PDI-P Hasto Kristiyanto menegaskan, baik partainya maupun Presiden Joko Widodo tidak pernah berupaya untuk menjegal tokoh tertentu untuk maju di Pilpres 2024 mendatang. Menurut dia, apabila Anies ingin maju sebagai capres atau cawapres, itu merupakan hak konstitusional setiap warga negara.	positive
Hasil dari Musra di Bandung, misalnya, menempatkan Presiden Jokowi dengan perolehan suara terbesar sebagai capres harapan rakyat, yakni 29,79 persen. Selanjutnya, Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Salahuddin Uno (16,92 persen), Gubernur Jawa Tengah Ganjar Pranowo (16,10 persen), Menteri Pertahanan Prabowo Subianto (11,10 persen), dan Gubernur DKI Jakarta Anies Baswedan (9,02 persen).	neutral
Pada pertengahan Juni lalu, Rakernas Nasdem telah memilih tiga bakal calon presiden yang akan didukung. Mereka adalah Gubernur DKI Jakarta Anies Baswedan, Panglima TNI Jenderal (TNI) Andika Perkasa, dan Gubernur Jawa Tengah Ganjar Pranowo.	positive
Anies Baswedan meminta bertemu dengan Presiden Joko Widodo di Istana Merdeka, Jakarta, untuk berpamitan sebagai Gubernur DKI Jakarta. Keinginan Anies bertemu Presiden Jokowi dibenarkan oleh Menteri Sekretaris Negara Pratikno. Pasalnya, keinginan bertemu Presiden tersebut disampaikan Anies melalui Mensesneg Pratikno.	neutral
Gerindra konsisten cenderung mengajukan kembali ketua umumnya, Prabowo Subianto. Sementara Nasdem sudah mendeklarasikan Anies Baswedan sebagai calon presidennya pada 3 Oktober lalu.	neutral
Meski begitu, dalam simulasi tujuh nama tokoh potensial capres, Anies berada di urutan ketiga di bawah Ganjar dan Prabowo dengan elektabilitas 19,9 persen. Dalam simulasi tiga nama, Anies menduduki peringkat kedua elektabilitas tokoh potensial capres setelah Ganjar. Dalam simulasi tiga nama ini, elektabilitas Anies sebesar 27,5 persen, sedangkan Ganjar 33 persen dan Prabowo 25,7 persen.	positive
"""Soal waktu sudah sering disampaikan. Tidak ada keterburu-buruan. Alon-alon waton kelakon. Waton itu dalam bahasa Jawa artinya sesuai dengan tatanan, penuh kematangan, penuh saksama. Jadi, waton itu bukan asal tapi berarti berproses matang,"" tutur Anies."	positive
Di luar masalah pembangunan kota Jakarta, Heru Budi Hartono juga perlu membuktikan integritasnya di tengah situasi politik menjelang pemilu dan pemilihan kepala daerah serentak 2024. Bagian terbesar responden (47 persen) yakin bahwa Heru dapat membuktikan harapan tersebut. Keyakinan publik tersebut menjadi modal harmonisasi transisi kepemimpinan di Jakarta untuk melanjutkan capaian program kerja di masa kepemimpinan Anies serta mengakselerasi kebijakan yang masih  terhambat.	neutral
Namun, jika melihat pelaksanaan lapangan survei yang berakhir di 7 Oktober atau tiga hari setelah pendeklarasian Anies sebagai calon presiden dari Nasdem, boleh jadi saat survei dilakukan di lapangan belum terjadi distribusi informasi yang masif terkait langkah Nasdem ini yang langsung memengaruhi persepsi pemilih.	neutral
Akhir September tahun lalu, Kelompok Forum Masyarakat untuk Keadilan telah melaporkan Gubernur DKI Jakarta Anies Baswedan ke KPK atas dugaan korupsi penyelenggaraan Formula E. Mereka menilai penyelenggaraan balap mobil listrik tersebut tidak masuk akal karena Pemerintah Provinsi DKI tetap membayar biaya komitmen (commitment fee) di tengah situasi pandemi Covid-19 (Kompas, 5 November 2021).	negative
Partai Nasdem menjadi satu-satunya partai politik yang sudah memunculkan nama bakal capres yang akan diusung di Pemilu Presiden 2024. Dalam Rapat Kerja Nasional (Rakernas) Nasdem, Jumat (17/6/2022), partai itu memunculkan tiga nama, yakni Gubernur DKI Jakarta Anies Baswedan, Panglima TNI Jenderal Andika Perkasa, dan Gubernur Jawa Tengah Ganjar Pranowo.	positive
Prabowo, lanjutnya, tidak bisa terus-menerus merasa di atas angin akibat elektabilitasnya yang tergolong masih berada di peringkat tiga besar. Sementara dua capres potensial lain berdasarkan hasil survei adalah Ganjar Pranowo dan Gubernur DKI Jakarta Anies Baswedan. Jika Prabowo terus merasa berada di atas angin, ini akan membahayakan bagi Prabowo sendiri.	positive
Ajakan tersebut disampaikan Anies saat melakukan konsolidasi bersama relawannya di Medan, Sumatera Utara, Sabtu (5/11/2022). Sehari sebelumnya, Anies juga menyampaikan orasi di hadapan pendukungnya di Lapangan Istana Maimun, Medan.	neutral
Dalam kesempatan itu, Anies juga menyampaikan bahwa saat ini dirinya masih bertugas sebagai Gubernur DKI Jakarta. Untuk itu, Anies memohon izin menuntaskan tugasnya sebagai Gubernur DKI Jakarta hingga 16 Oktober mendatang.	positive
"""Siapa tahu dengan acara kumpul-kumpul begini, ada yang berjodoh pada 2024. Kami tidak tahu siapa yang bisa kami pinang di depan mata ini. Pak Muhaimin kalau dilamar jangan kaget-kaget, Pak Anies, atau Pak Sandi, Pak AHY (Agus Harimurti Yudhoyono-Ketua Umum Partai Demokrat). Mungkin di sinilah kita buat pertemuan perjodohan di awal-awal,"" ujar Aboe di hadapan para hadir."	neutral
Berpasangan dengan masing-masing gubernur, berbagai keuntungan bakal diperoleh Prabowo. Bersama Anies Baswedan, misalnya, tambahan dukungan potensial diraih dari besaran elektabilitas dari gubernur DKI tersebut. Begitu juga dengan Ridwan Kamil. Hanya saja, berpasangan dengan kedua tokoh tersebut cenderung lebih pada penguatan wilayah pemilih yang relatif dikuasai Prabowo ketimbang memperlebar wilayah penguasaan, khususnya di Jawa Tengah dan Jawa Timur.	neutral
Ke mana pun PDI-P akan berkoalisi, jikalau ada tiga pasangan capres-cawapres pada Pemilu 2024, kemungkinan yang terjadi adalah enam partai yang memiliki kursi di DPR, yakni PDI-P, Gerindra, Golkar, PKB, PPP, dan PAN, yang didukung partai nonparlemen lainnya, akan mengusung dua pasangan calon. Koalisi besar ini akan berhadapan dengan tiga partai lain, yakni Nasdem, Demokrat, dan PKS, yang mengusung Anies, dengan siapa pun cawapres. Dinamika politik dan perubahan masih mungkin terjadi, termasuk hanya ada dua pasangan calon yang berlaga pada Pemilu 2024.	neutral
Pada 28 September 2022, Uskup KAJ Kardinal Ignatius Suharyo sempat menerima kunjungan Gubernur DKI Jakarta Anies Baswedan di Gereja Katedral. Dalam kunjungan tersebut, Anies menyampaikan pamitan bahwa masa tugasnya akan berakhir sebagai Gubernur DKI dan mengucapkan terima kasih atas kontribusi umat katolik dalam kerja sama banyak pihak bagi kebaikan bersama.	positive
"""Jadi, saya rasa akan lebih bijak apabila proses penentuan pasangan itu dilakukan dengan saksama dan bukan dalam tempo yang sesingkat-singkatnya,"" kata Anies di Nasdem Tower, Jakarta Pusat."	positive
Dalam rapat kerja nasional Partai Nasdem yang diselenggarakan 15-17 Juni 2022 ditetapkan tiga bakal calon presiden dari luar partai. Ketiganya adalah Ganjar Pranowo, Andika Perkasa, dan Anies Baswedan. Ganjar yang saat ini menjabat Gubernur Jawa Tengah adalah kader Partai Demokrasi Indonesia Perjuangan (PDI-P). Andika saat ini Panglima TNI. Adapun Anies masih menjabat Gubernur DKI Jakarta.	positive
Anies Baswedan Ajak Relawan Lawan Hoaks dan Politik Identitas.	positive
Di saat PDI-P berjibaku dengan kader-kader potensialnya di internal, dua parpol lain memilih start lebih awal, mendeklarasikan bacapres meski belum memiliki tiket pendaftaran karena tak memenuhi ambang batas pencalonan presiden. Kedua parpol yang dimaksud adalah Gerindra yang mendeklarasikan Prabowo Subianto pada Agustus 2022, juga Nasdem yang mengumumkan dukungan terhadap Anies Baswedan, awal Oktober.	neutral
Dari pernyataan-pernyataan yang dilontarkan, Demokrat terkesan melemparkan sinyal koalisi untuk mengusung Anies dan Agus. Pertemuan di antara Anies dan Agus jelang Pilpres 2024 ini memang bukan sekali atau dua kali, melainkan berkali-kali. Itu pun yang terekam di media massa.	neutral
Anies Minta Bertemu Presiden dan Pamitan sebagai Gubernur DKI Jakarta.	neutral
Partai Nasdem mengklaim mundurnya sejumlah anggota setelah pendeklarasian Anies Baswedan sebagai bakal capres tidak berdampak apa pun bagi partai. Jumlah anggota baru partai justru bertambah setelah pendeklarasian Anies.	positive
"Dalam kesempatan itu, Anies sempat menyampaikan harapan kebersamaan PKS dan Anies pada Pilgub 2017 akan berlanjut di masa depan. ""Sepeda Habib Salim melaju kencang di jalan, Habib Aboe Bakar dan Bang Syaikhu mengikuti naik kendaraan. Bersama PKS kemarin penuh dengan kenangan, kembali bersama PKS esok penuh dengan harapan,"" ucap Anies."	positive
