 """Ini ironinya, karena setiap awal masa sidang Ibu Puan selalu menyebut RUU PDP sebagai fokus legislasi. Demikian juga dengan RUU TPKS. Tetapi pada saat yang sama, di akhir masa sidang tidak terdengar lagi kenapa RUU itu tidak selesai dibahas oleh DPR,"" ucapnya."	negative
Bertempat di Istana Negara, Jakarta, Presiden Jokowi pada Jumat (12/8/2022) bertemu dengan para pemimpin lembaga tinggi negara, yakni Ketua MPR Bambang Soesatyo, Ketua DPR Puan Maharani, Ketua DPD La Nyalla Mattalitti, Ketua Mahkamah Agung Syarifuddin, Ketua Mahkamah Konstitusi Anwar Usman, Ketua Komisi Yudisial Mukti Fajar Nur Dewata, dan Ketua Badan Pemeriksa Keuangan Isma Yatun.	neutral
"""Kamsahamnida!"" ucap Puan Maharani sambil tersenyum lebar. Ketua DPR itu tak bisa menyembunyikan raut semringah setelah menerima cendera mata dari Ketua Parlemen Korea Selatan Park Byeong-seug. Berbeda dengan kenang-kenangan plakat ukiran gedung DPR yang ia berikan, Byeong-seug justru membawakannya paket album BTS, boyband yang menjadi ikon budaya pop Korea Selatan. Tidak hanya berisi kepingan cakram padat (CD), album Map of The Soul:7 itu pun dilengkapi kartu pos bertanda tangan para personel BTS."	positive
"Dengan posisi sebagai cawapres nantinya, Muhaimin pun mendoakan agar Puan bisa menjadi presiden. ""Kami mendoakan Mbak Puan jadi presiden,"" ujarnya."	positive
Ketua DPR Puan Maharani menegaskan, UU Cipta Kerja harus direvisi. Selain harus menerapkan metode omnibus, revisi penting agar dapat diimplementasikan di lapangan serta bermanfaat bagi bangsa.	positive
Kedatangan Puan disambut sejumlah pejabat teras Nasdem, di antaranya Sekjen Nasdem Johnny G Plate, Wakil Ketua Umum Nasdem Ahmad Ali, anggota Majelis Tinggi Nasdem Lestari Moerdijat, dan Ketua DPP Nasdem Willy Aditya. Kemudian, Puan langsung diarahkan menuju ke ruangan Paloh. Saat bertemu, keduanya langsung berpelukan. Setelah itu, pertemuan berlangsung secara tertutup sekitar 2,5 jam. Pertemuan diakhiri dengan makan siang bersama.	neutral
"""Kami berharap proses pembentukan Direktorat Pelayanan Perempuan dan Anak (PPA) Polri dapat berjalan lancar karena sangat diperlukan mengingat tingginya kasus-kasus kekerasan terhadap perempuan dan anak,"" tutur Puan."	positive
Demikian pula ketika Megawati dan Prabowo bertemu di Istana Negara, Jakarta, di sela-sela menunggu pelantikan Jenderal Andika Perkasa sebagai Panglima TNI, Rabu (17/11/2021). Terlebih tak hanya mereka berdua yang bertemu. Ada pula putri Megawati yang kini menjabat Ketua DPR, Puan Maharani.�Pertemuan itu terungkap di publik setelah Puan mengunggah foto mereka bertiga di akun media sosialnya.	neutral
Namun, dia menyebutkan, semua pendukung PDI-P adalah pendukung yang loyal sehingga akan satu suara mengikuti apa pun keputusan Megawati. Sehingga riak-riak antara pendukung Ganjar dan pendukung Puan di internal PDI-P akan terselesaikan dengan keputusan Megawati. PDI-P yang bisa mengajukan calonnya sendiri tanpa harus berkoalisi dengan partai lain juga dinilai masih membaca pergerakan partai lain sebelum menentukan bakal capres.	neutral
"""Oleh karenanya, penyelenggaraan pemilu yang baik harus dimulai dari seleksi calon anggota KPU dan Bawaslu yang transparan dan akuntabel oleh Pansel,"" ujar Puan."	positive
Puan datang bersama Sekjen PDI-P Hasto Kristiyanto, Bendahara Umum DPP PDI-P Olly Dondokambey, dan Ketua DPP Bidang Pemenangan Pemilu DPP PDI-P Bambang Wuryanto.	neutral
