 Menteri Pertahanan Prabowo Subianto, Gubernur Jawa Tengah Ganjar Pranowo, dan Gubernur DKI Jakarta Anies Rasyid Baswedan masih konsisten berada di posisi teratas tokoh potensial calon presiden pilihan publik. Partai politik mesti mempertimbangkan preferensi masyarakat dalam menetapkan capres jika tak ingin kehilangan pemilih. Ini karena figur capres masih menjadi magnet yang menentukan pilihan publik pada partai politik.	positive
"""Yang pasti pendukung Jokowi ini mencoba mencarikan Ganjar kendaraan yang paling mungkin. Saya kira mereka mencoba melakukan terobosan-terobosan, termasuk jika menggelar pertemuan dengan ketua parpol lain. Pasalnya, mereka harus siap-siap kalau PDI-P tetap berkukuh mengajukan nama selain Ganjar,"" ucap Firman."	positive
"Indro pun mengiyakan. ""Saya tambahin sedikit, dari (pengalaman dipanggil ke polda) situlah lahir tagline Warkop ""�tertawalah sebelum tertawa itu dilarang""� karena kami ingin membuat tertawa saja, kok, kayaknya dilarang. Mudah-mudahan zaman Pak Ganjar nanti tidak,"" seloroh Indro disambut tawa dan tepuk tangan hadirin."	positive
�Jadi tidak ada pelanggaran yang dilakukan (Ganjar) waktu itu yang keras seperti ini. Pak Rudy karena mengungkapkan calon-calon tertentu. Itu yang dilarang oleh keputusan kongres, (capres) hanya bisa disampaikan Ibu Mega, tentu pada waktunya. Jadi tidak setiap saat juga,� kata Komarudin.	negative
Pemilihan presiden dengan hanya menyandingkan dua pasangan dapat berpengaruh pada penggunaan hak suara, terlebih jika ada kelompok besar calon pemilih yang merasa tidak terwakili oleh kandidat yang ada. Gambaran ini terlihat dari simulasi berhadap-hadapan antara Ganjar, Prabowo, dan Anies.	neutral
Dari kalangan Generasi Z, Prabowo dipilih oleh 28,9 persen responden. Dengan selisih yang cukup tipis, Ganjar berada di peringkat kedua dengan 23,1 persen. Sementara itu, Anies di peringkat ketiga berselisih jauh dengan suara 9,9 persen. Generasi centennial (gen Z) ini sendiri adalah responden yang berusia di bawah 26 tahun.	neutral
Nasdem menjadi satu dari empat parpol di parlemen yang belum menentukan arah koalisi. Namun, Nasdem telah mengajukan tiga nama bakal capres yang akan diusung, yakni Gubernur DKI Jakarta Anies Baswedan, Gubernur Jawa Tengah sekaligus kader Partai Demokrasi Indonesia Perjuangan (PDI-P) Ganjar Pranowo, serta Panglima TNI Jenderal Andika Perkasa.	neutral
Ketua DPC PDI-P Surakarta FX Hadi Rudyatmo dikenai sanksi peringatan keras karena mendukung Ganjar Pranowo sebagai capres Pemilihan Presiden 2024. Sanksi itu dijatuhkan karena Rudyatmo merupakan kader senior.	negative
Berbeda dengan Ganjar dan Prabowo, dukungan pada Anies terpantau fluktuatif. Anies sempat kehilangan suara pada survei periode Juni. Namun, kini elektabilitasnya kembali mendulang dukungan, bahkan lebih besar dari kalangan muda.	neutral
Akhir April 2022, grup percakapan daring Whatsapp pengurus Dewan Pimpinan Pusat (DPP) Partai Nasdem mulai ramai dengan pembicaraan ihwal tokoh yang dijagokan untuk maju pada Pemilihan Presiden (Pilpres) 2024. Nama-nama yang konsisten berada di papan atas hasil survei sejumlah lembaga pun satu per satu terlontar. Sebut saja Gubernur Jawa Tengah Ganjar Pranowo, Gubernur DKI Jakarta Anies Baswedan, Gubernur Jawa Barat Ridwan Kamil, dan Gubernur Jawa Timur Khofifah Indar Parawansa. Ada pula Menteri Badan Usaha Milik Negara Erick Thohir serta Panglima TNI Jenderal (TNI) Andika Perkasa.	positive
Dalam statusnya sebagai anggota partai yang dipimpin Megawati Soekarnoputri itu, ruang gerak Ganjar terbatas dengan aturan yang melarang seluruh kader untuk berbicara mengenai pilpres. Namun, sebagai tokoh potensial capres, ia juga bertanggung jawab untuk memberikan pernyataan kepada sejumlah besar masyarakat yang telah memilih dan mendorongnya untuk berkontestasi di Pilpres 2024.	positive
Capaian tersebut sekaligus menempatkan Ganjar pada posisi teratas dibandingkan figur potensial capres lainnya. Ia disusul oleh Menteri Pertahanan sekaligus Ketua Umum Partai Gerindra Prabowo Subianto dengan elektabilitas 23,4 persen dan Gubernur DKI Jakarta Anies Baswedan 20 persen.	positive
Menyangkut keputusan PSI mengusung Ganjar, Wakil Ketua Dewan Pembina PSI Grace Natalie mengungkapkan, keputusan itu didasarkan pada hasil rembuk rakyat yang digelar PSI sejak Februari lalu. Melalui mekanisme rembuk rakyat, warga bisa memilih secara daring satu di antara sembilan nama yang terjaring sebagai bakal capres.	positive
Ganjar mencontohkan, keterbatasan uang kiriman dari orangtua membuat seseorang belajar untuk memasak makanan sendiri supaya hemat. �Untuk bisa bertahan hidup, seseorang akan memutar otak untuk mencari tambahan uang. Kemampuan untuk bertahan dalam segala situasi ini amat penting sebagai bekal menghadapi berbagai tantangan di masa depan,� katanya.	positive
Keputusan Ketua Umum Partai Demokrasi Indonesia Perjuangan Megawati Soekarnoputri soal bakal calon presiden dari PDI-P dinilai sangat dinantikan oleh Ganjar Pranowo dan Puan Maharani. Keputusan Mega itu disebut juga akan menjadi penentu peta politik menjelang Pemilihan Umum Presiden 2024.	neutral
